Prix,Ville,Marque,Modèle,Année-Modèle,Kilométrage,Carburant,Puissance fiscale,Boite à vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance
70000,Bouznika,Hyundai,Santa Fe,2006,17499.5,Diesel,9,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
105000,Tifelt,Kia,Picanto,2021,2499.5,Essence,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
110000,Zaïo,Volkswagen,SHARAN,2003,224999.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000,Casablanca,Toyota,Prado,2003,274999.5,Diesel,12,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
105000,Tifelt,Kia,Picanto,2021,2499.5,Essence,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
130000,Kénitra,Opel,Insignia,2013,7499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
73000,Casablanca,Kia,Picanto,2015,2499.5,Essence,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67500,Outat El Haj,Peugeot,308,2009,224999.5,Essence,8,Manuelle,5,Importée neuve,0,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
125000,Agadir Melloul,Renault,Clio,2019,32499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,Nador,Mercedes-Benz,220,2001,2499.5,Diesel,9,Automatique,5,Dédouanée,0,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
200000,Casablanca,Volkswagen,GOLF 7,2018,77499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
63000,Taza,Citroen,Berlingo,2007,194999.5,Diesel,7,Manuelle,3,Importée neuve,0,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105000,Kénitra,Volkswagen,Passat,2009,274999.5,Diesel,8,Manuelle,5,Dédouanée,1,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
125000,Ain Attig,Renault,Clio,2019,67499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
65000,Tanger,Mercedes-Benz,CLASSE ML,2004,224999.5,Diesel,11,Automatique,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137000,Tanger,Volkswagen,Polo,2013,144999.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
65000,Sidi Kacem,Citroen,C4,2005,224999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
63000,Casablanca,Renault,Laguna,2007,224999.5,Diesel,7,Manuelle,5,WW au Maroc,1,Excellent,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
99900,Casablanca,Renault,Megane 3,2012,194999.5,Diesel,7,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
60000,Berkane,Mercedes-Benz,250,1994,97499.5,Diesel,9,Manuelle,5,Dédouanée,0,Excellent,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
72000,Casablanca,Renault,Kangoo,2009,47499.5,Diesel,7,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188000,Kénitra,Nissan,Qashqai,2017,87499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
155000,Fès,Toyota,RAV 4,2014,174999.5,Diesel,8,Automatique,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70000,Casablanca,Kia,Cerato,2007,224999.5,Diesel,8,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
119000,Casablanca,Renault,Clio,2018,57499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
76000,Casablanca,Peugeot,307,2007,7499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
80000,Casablanca,Volkswagen,Passat,2006,324999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
132000,Salé,Nissan,Juke,2013,87499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
79000,Béni Mellal,Renault,Kangoo,2010,17499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
80000,Tiznit,Fiat,Doblo,2014,194999.5,Diesel,5,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
90000,Casablanca,Toyota,Yaris,2018,27499.5,Essence,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
90000,El Jadida,Dacia,Dokker,2016,12499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
65000,Berrechid,Renault,Kangoo,2006,224999.5,Diesel,7,Manuelle,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63000,Casablanca,Opel,Corsa,2011,124999.5,Essence,6,Manuelle,5,WW au Maroc,0,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
85000,El Hajeb,Skoda,Octavia,2008,224999.5,Diesel,8,Automatique,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68000,Rabat,Kia,Carens,2007,194999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
108000,Rabat,Mercedes-Benz,Classe B,2011,97499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
95000,Casablanca,Fiat,FIORINO,2018,67499.5,Diesel,5,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153000,El Kelâa des Sraghna,Renault,Clio,2020,12499.5,Diesel,7,Automatique,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
122000,Tanger,Nissan,Juke,2013,104999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
85000,Meknès,Citroen,Nemo,2016,134999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
185000,Agadir,Skoda,Octavia,2019,7499.5,Diesel,8,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
185000,Agadir,Skoda,Octavia,2019,7499.5,Diesel,8,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
240000,Kasba Tadla,Renault,Koleos,2018,52499.5,Diesel,8,Automatique,5,Dédouanée,0,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
80000,Rabat,Peugeot,Tepee,2013,134999.5,Diesel,7,Manuelle,5,Importée neuve,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,Meknès,Peugeot,208,2017,174999.5,Diesel,7,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,Casablanca,Mercedes-Benz,250,1998,154999.5,Diesel,11,Manuelle,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115000,Casablanca,Dacia,Duster,2014,114999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
80000,Kénitra,Opel,Zafira,2007,7499.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
115000,Agadir,Peugeot,208,2019,52499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
130000,Casablanca,Renault,Megane 3,2015,87499.5,Diesel,6,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
125000,Driouch,Kia,Sorento,2015,32499.5,Diesel,10,Automatique,5,Dédouanée,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115000,Agadir,Peugeot,208,2019,52499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
92000,Agadir,Dacia,Dokker,2015,144999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
395000,Fès,Mercedes-Benz,220,2016,114999.5,Diesel,8,Automatique,5,Importée neuve,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
75000,Casablanca,Peugeot,207,2010,27499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87000,Tanger,Dacia,Logan,2016,97499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Endommagé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,Casablanca,Land Rover,Range Rover Evoque,2013,194999.5,Diesel,9,Automatique,5,Importée neuve,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
107000,Casablanca,Dacia,Dokker,2017,104999.5,Diesel,7,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
400000,Casablanca,Volkswagen,Golf,2020,22499.5,Diesel,8,Automatique,5,Importée neuve,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,Marrakech,Renault,Scenic,2010,224999.5,Diesel,6,Manuelle,5,Importée neuve,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
65000,Sidi Slimane,Renault,Kangoo,2007,184999.5,Diesel,6,Manuelle,5,Dédouanée,0,Très bon,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
168000,Sidi Slimane,Nissan,Qashqai,2016,97499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
95000,Fès,Ford,Fiesta,2013,104999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
75000,Béni Mellal,Renault,Megane,2009,134999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
80000,Casablanca,Peugeot,407,2007,324999.5,Diesel,6,Manuelle,5,Dédouanée,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62000,Tanger,Mercedes-Benz,220,1999,274999.5,Diesel,7,Automatique,5,Dédouanée,1,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
91000,Marrakech,Dacia,Sandero,2017,92499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
73000,Sidi Kacem,Renault,Kangoo,2009,174999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Bon,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250000,Ksar el-Kebir,Mercedes-Benz,Sprinter,2014,27499.5,Diesel,9,Manuelle,5,Dédouanée,0,Excellent,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115000,Rabat,Renault,Clio,2018,72499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265000,Meknès,Hyundai,Tucson,2019,52499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
90000,Marrakech,Citroen,C4 Picasso,2009,92499.5,Diesel,6,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
67000,Nador,Mercedes-Benz,190,1992,224999.5,Diesel,8,Manuelle,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128000,Tétouan,Ford,Focus,2014,174999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
190000,Tanger,Mercedes-Benz,Classe C,2011,224999.5,Diesel,9,Automatique,5,Dédouanée,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,El Hajeb,Citroen,C5,2009,2499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
68000,Kénitra,Peugeot,308,2002,2499.5,Diesel,6,Manuelle,5,Dédouanée,0,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
61000,El Jadida,Citroen,C4,2005,2499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61000,Temara,Mercedes-Benz,270,2002,194999.5,Diesel,11,Automatique,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
105000,Bouskoura,Renault,Clio,2015,72499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78000,Jorf El Melha,Hyundai,Tucson,2006,224999.5,Diesel,8,Manuelle,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
70000,Tinghir,Dacia,Sandero,2012,92499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,Tinghir,Dacia,Sandero,2012,92499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88000,Casablanca,Dacia,Sandero,2014,274999.5,Diesel,7,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
110000,Meknès,Audi,Q7,2007,224999.5,Diesel,12,Automatique,5,Dédouanée,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
68000,Ksar el-Kebir,Dacia,Logan,2011,7499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99000,Settat,Citroen,C-ELYSEE,2017,67499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
75000,Salé,Volkswagen,GOLF 4,2003,324999.5,Diesel,8,Manuelle,5,Pas encore dédouanée,0,Excellent,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
175000,Agadir,Seat,Leon,2018,82499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
450000,Rabat,Mercedes-Benz,Classe C,2016,77499.5,Diesel,9,Automatique,5,Dédouanée,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
77000,Casablanca,Volkswagen,GOLF 5,2005,22499.5,Diesel,8,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
180000,Taourirt,Chevrolet,Captiva,2014,184999.5,Diesel,9,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
83000,Casablanca,Fiat,Punto,2016,42499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
64000,Rabat,Peugeot,307,2004,224999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70000,El Jadida,Renault,Kangoo,2012,224999.5,Diesel,7,Manuelle,5,WW au Maroc,1,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,Casablanca,Peugeot,308,2008,97499.5,Essence,8,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,Rabat,Opel,Insignia,2011,224999.5,Diesel,8,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
115000,Fès,Seat,Ibiza,2016,92499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
85000,Casablanca,Hyundai,Santa Fe,2009,224999.5,Diesel,9,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
155000,Mohammedia,Peugeot,308,2018,144999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
60000,Fès,Peugeot,407 SW,2006,184999.5,Diesel,8,Manuelle,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
137000,Mohammedia,Renault,Kangoo,2020,82499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
155000,Mohammedia,Peugeot,308,2018,144999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
65000,Salé,Toyota,Hilux,1994,2499.5,Diesel,10,Manuelle,3,WW au Maroc,0,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210000,Khemisset,Hyundai,H,2017,97499.5,Essence,10,Manuelle,5,Dédouanée,1,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
125000,Laâyoune,Opel,Astra,2013,144999.5,Diesel,7,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
107000,Kénitra,Renault,Scenic,2010,164999.5,Diesel,6,Manuelle,5,Dédouanée,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83000,Fès,Citroen,C4 Picasso,2009,184999.5,Diesel,8,Automatique,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
88000,Casablanca,Dacia,Logan,2016,104999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
83000,Casablanca,Renault,Kangoo,2012,194999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65000,Berkane,Mercedes-Benz,190,1993,274999.5,Diesel,8,Manuelle,5,Dédouanée,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
98000,Salé,Ford,Fiesta,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65000,Berkane,Mercedes-Benz,190,1993,274999.5,Diesel,8,Manuelle,5,Dédouanée,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
90000,Marrakech,Hyundai,i 30,2010,144999.5,Diesel,6,Manuelle,5,Importée neuve,0,Très bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
110000,Casablanca,Dacia,Sandero,2017,27499.5,Diesel,5,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
130000,Casablanca,Audi,A3,2008,184999.5,Diesel,8,Automatique,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
95000,Kénitra,Skoda,Superb,2010,174999.5,Diesel,8,Manuelle,3,WW au Maroc,0,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63000,Salé,Fiat,Punto,2007,224999.5,Diesel,7,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104000,Casablanca,Renault,Clio,2018,144999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84000,Casablanca,Ford,BEDFORD,2017,92499.5,Diesel,10,Manuelle,3,WW au Maroc,1,Excellent,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
173000,Casablanca,Ford,Kuga,2017,144999.5,Diesel,8,Manuelle,5,WW au Maroc,1,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
67000,Salé,Renault,Megane,2007,174999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,Youssoufia,Citroen,C-Elysée,2019,7499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
124000,Berkane,Dacia,Sandero,2019,32499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
105000,Dcheïra El Jihadia,Fiat,TIPO,2018,32499.5,Diesel,5,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
69000,Marrakech,Mercedes-Benz,190,1992,374999.5,Diesel,10,Manuelle,5,Dédouanée,1,Excellent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115000,Casablanca,Dacia,Dokker,2016,2499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,Marrakech,Citroen,C-Elysée,2019,7499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
154000,Oujda,Hyundai,Accent,2020,27499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
90000,Casablanca,Dacia,Sandero,2016,92499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
75000,Fès,Renault,Kangoo,2011,134999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
160000,Marrakech,Hyundai,ix 35,2015,124999.5,Diesel,7,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
138000,Temara,Dacia,Duster,2018,52499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
125000,Skoura Ahl El Oust,Dacia,Logan,2016,72499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,Berrechid,Opel,Insignia,2009,224999.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
120000,Rabat,Dacia,Logan,2016,114999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,Casablanca,Dacia,Logan,2016,87499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175000,Tinghir,Hyundai,CRETA,2017,77499.5,Diesel,7,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
79000,Tanger,Volkswagen,Polo,2011,17499.5,Essence,7,Manuelle,5,Importée neuve,0,Très bon,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
62000,Meknès,Volkswagen,GOLF 4,2003,224999.5,Diesel,8,Manuelle,5,Dédouanée,0,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
80000,Ouazzane,Fiat,Doblo,2017,2499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102000,Nador,Mercedes-Benz,Classe C,1998,22499.5,Diesel,9,Automatique,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
170000,Fès,Skoda,Yeti,2015,52499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Excellent,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
179000,Marrakech,Toyota,RAV 4,2015,144999.5,Diesel,8,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
60000,Fès,Dacia,Logan,2010,144999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63000,Fès,Mercedes-Benz,270,2004,224999.5,Diesel,11,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
100000,Marrakech,Volkswagen,Polo,2014,154999.5,Diesel,5,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,Marrakech,Volkswagen,Passat,2012,184999.5,Diesel,8,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
255000,Marrakech,Volkswagen,PASSAT CC,2019,72499.5,Diesel,8,Automatique,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
69000,Kénitra,Peugeot,Bipper,2014,7499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
240000,Safi,Toyota,RAV 4,2016,52499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85000,Agadir,Opel,Corsa,2013,72499.5,Essence,8,Manuelle,3,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
65000,Marrakech,Peugeot,301,2013,154999.5,Essence,7,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145000,Sidi Slimane,Renault,Kangoo,2019,12499.5,Diesel,7,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
