Prix,Ville,Marque,Modèle,Année-Modèle,Kilométrage,Carburant,Puissance fiscale,Boite à vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance
102000,Nouaceur,Fiat,Doblo,2018,67499.5,Diesel,5,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
115000,Ain Taoujdate,Dacia,Sandero,2019,62499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
123000,Casablanca,Volkswagen,Passat,2009,184999.5,Diesel,8,Automatique,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
175000,Tanger,Peugeot,2008,2019,52499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
76000,Casablanca,Ford,Focus,2007,97499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
60000,Meknès,Seat,Cordoba,2007,274999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,Marrakech,Renault,Captur,2018,72499.5,Diesel,6,Automatique,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
75000,Tétouan,Volkswagen,GOLF 5,2004,164999.5,Diesel,8,Manuelle,3,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
75000,Casablanca,Volkswagen,GOLF 4,2000,224999.5,Diesel,8,Manuelle,5,Dédouanée,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
178000,Fès,Nissan,Qashqai,2017,104999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
250000,Casablanca,Hyundai,Tucson,2018,134999.5,Diesel,7,Automatique,3,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
90000,Casablanca,Nissan,NOTE,2007,124999.5,Diesel,6,Manuelle,5,Dédouanée,0,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
220000,Marrakech,Jeep,Grand Cherokee,2016,92499.5,Diesel,11,Automatique,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
120000,Casablanca,Ford,Focus,2014,154999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,Agadir,Hyundai,i 30,2013,17499.5,Diesel,7,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93000,Fès,Citroen,C3,2016,92499.5,Diesel,5,Manuelle,3,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105000,Tanger,Citroen,Berlingo,2014,12499.5,Diesel,6,Manuelle,3,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
88000,Casablanca,Peugeot,Tepee,2009,2499.5,Essence,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62000,Marrakech,Mercedes-Benz,190,2009,274999.5,Diesel,8,Manuelle,5,Dédouanée,1,Excellent,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
106000,Agadir,Dacia,Sandero,2019,57499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
85000,Khouribga,Hyundai,Santa Fe,2009,184999.5,Diesel,9,Manuelle,5,WW au Maroc,0,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103000,Thar Es-Souk,Dacia,Logan,2017,154999.5,Diesel,5,Manuelle,5,WW au Maroc,0,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
60000,Fès,Mercedes-Benz,Classe E,2002,324999.5,Diesel,8,Manuelle,5,Dédouanée,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138000,Meknès,Peugeot,508,2014,154999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
75000,Rabat,Renault,Clio,2004,224999.5,Essence,8,Manuelle,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114000,Safi,Hyundai,Accent,2017,134999.5,Diesel,6,Automatique,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65000,El Jadida,Mercedes-Benz,190,1991,374999.5,Diesel,10,Manuelle,5,Dédouanée,0,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,Oujda,Volkswagen,Caddy,2019,27499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
127000,Meknès,Ford,Kuga,2010,17499.5,Diesel,7,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
98000,Mohammedia,Volkswagen,GOLF 5,2008,274999.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
310000,Casablanca,Mercedes-Benz,Classe C,2018,164999.5,Diesel,9,Automatique,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105000,Taza,Mercedes-Benz,220,2003,274999.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
129000,Kénitra,Volkswagen,PASSAT CC,2009,144999.5,Diesel,8,Automatique,3,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72000,Fès,Citroen,C4,2007,274999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
340000,Agadir,Volkswagen,Touareg,2018,114999.5,Diesel,12,Automatique,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
170000,Temara,Dacia,Duster,2019,42499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,Tétouan,Nissan,Qashqai,2019,104999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
95000,El Jadida,Renault,Clio,2016,144999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
159000,Casablanca,Ford,Kuga,2015,134999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92000,Tétouan,Hyundai,i 30,2011,164999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
77000,Rabat,Renault,Megane,2009,174999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112000,Mohammedia,Peugeot,208,2018,82499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
90000,Salé,BMW,Serie 1,2009,274999.5,Essence,9,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
135000,Casablanca,Renault,Clio,2021,27499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166000,Casablanca,Volkswagen,Jetta,2017,97499.5,Diesel,8,Automatique,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88000,Casablanca,Ford,Fiesta,2014,87499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
103000,Tanger,Volkswagen,Touran,2009,194999.5,Diesel,8,Automatique,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98000,Casablanca,Dacia,Dokker,2017,174999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,Mohammedia,Hyundai,i 10,2011,47499.5,Essence,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67000,Marrakech,Volkswagen,Polo,2008,27499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
94000,Casablanca,Hyundai,Tucson,2010,224999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
135000,El Jadida,Renault,Kangoo,2018,92499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000,Sidi Kacem,Peugeot,307 SW,2007,224999.5,Diesel,6,Manuelle,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
290000,Casablanca,Toyota,RAV 4,2019,12499.5,Diesel,9,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
158000,Agadir,Nissan,Juke,2019,22499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
145000,Casablanca,Ford,Focus,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
62000,Salé,Fiat,GRANDE PUNTO,2007,224999.5,Diesel,5,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95000,Tanger,BMW,Serie 5,2007,374999.5,Diesel,10,Automatique,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
78000,El Jadida,Peugeot,Bipper,2015,144999.5,Diesel,6,Manuelle,3,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137000,El Jadida,Hyundai,i 30,2015,104999.5,Diesel,6,Automatique,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
190000,Casablanca,Skoda,Octavia,2020,52499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
107000,Casablanca,Renault,Clio,2016,104999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
69000,Casablanca,Renault,Scenic,2005,224999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98000,Salé,Renault,Clio,2014,154999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
120000,Rabat,Land Rover,Freelander,2010,87499.5,Diesel,9,Automatique,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125000,Rabat,Dacia,Logan,2020,32499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
80000,Dakhla,Opel,Insignia,2011,7499.5,Essence,7,Manuelle,5,WW au Maroc,1,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
83500,El Jadida,Citroen,C4 Picasso,2010,164999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
85000,Zagora,Peugeot,301,2016,134999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
75000,El Jadida,Renault,Kangoo,2012,174999.5,Diesel,6,Manuelle,3,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000,El Jadida,Renault,Kangoo,2012,174999.5,Diesel,6,Manuelle,3,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000,Rabat,Peugeot,206+,2013,77499.5,Essence,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299000,Kénitra,Hyundai,Tucson,2020,57499.5,Diesel,6,Automatique,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
80000,Ain Harrouda,Citroen,C3,2010,224999.5,Essence,8,Manuelle,5,WW au Maroc,0,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66000,Tétouan,Mercedes-Benz,220,2001,424999.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000,Casablanca,Dacia,Sandero,2015,374999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,Casablanca,Volkswagen,GOLF 7,2015,7499.5,Diesel,8,Automatique,5,Dédouanée,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
149999,Fès,Peugeot,508,2015,154999.5,Diesel,8,Automatique,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
98000,Mohammedia,Dacia,Duster,2012,224999.5,Diesel,5,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
88000,Meknès,Peugeot,208,2017,164999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
120000,Rabat,Dacia,Duster,2016,144999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
80000,Kénitra,Mercedes-Benz,Classe E,2005,374999.5,Diesel,13,Automatique,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
115000,Safi,Ford,Focus,2014,134999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
118000,Taroudant,Ford,Focus,2012,144999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
135000,Tanger,Fiat,FREEMONT,2015,194999.5,Diesel,8,Automatique,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63000,Aarab Sebbah Gheris,Renault,Megane,2002,224999.5,Diesel,7,Manuelle,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
215000,Marrakech,Volkswagen,Caddy,2020,42499.5,Diesel,8,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
87000,Tanger,Peugeot,Tepee,2010,274999.5,Diesel,7,Manuelle,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88000,Tanger,Volkswagen,Golf,2008,224999.5,Diesel,8,Manuelle,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
105000,Casablanca,Renault,Clio,2016,92499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
115000,Meknès,Skoda,Superb,2012,274999.5,Diesel,8,Automatique,5,WW au Maroc,1,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
92000,Agadir,Dacia,Logan,2018,124999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
103000,Fès,Ford,Fiesta,2018,124999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
180000,Casablanca,Renault,Megane,2020,27499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
78000,Mohammedia,Kia,Carens,2009,104999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
135000,Marrakech,Nissan,Qashqai,2013,184999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
125000,Béni Mellal,Volkswagen,GOLF 6,2010,224999.5,Diesel,6,Manuelle,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70000,Kénitra,Mercedes-Benz,220,2001,224999.5,Diesel,8,Automatique,5,Dédouanée,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70000,Rabat,Fiat,500,2008,144999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
88000,Salé,Citroen,C-ELYSEE,2017,62499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
79000,Temara,Hyundai,Santa Fe,2007,224999.5,Diesel,8,Automatique,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
67000,Casablanca,Mercedes-Benz,190,1991,224999.5,Diesel,10,Manuelle,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162000,Casablanca,Renault,Express,2022,17499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
65000,Agadir,Peugeot,407,2008,224999.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
96000,Temara,Renault,Clio,2014,114999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
80000,Agadir,Toyota,Prado,2003,324999.5,Diesel,12,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
76000,Safi,Dacia,Sandero,2011,174999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
82000,Casablanca,Fiat,Panda,2018,57499.5,Essence,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
160000,Fès,Renault,Kangoo,2019,62499.5,Diesel,7,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
78000,Tétouan,Dacia,Sandero,2013,114999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
60000,Agadir,Dacia,Logan,2012,274999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68000,Casablanca,Hyundai,i 10,2014,114999.5,Essence,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
165000,Temara,Mercedes-Benz,CLASSE GLK,2010,274999.5,Diesel,9,Automatique,5,Importée neuve,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
135000,Marrakech,Nissan,Micra,2019,42499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
166000,Fès,Nissan,Qashqai,2016,87499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98000,Kénitra,Jeep,Patriot,2010,164999.5,Diesel,10,Manuelle,5,Dédouanée,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
310000,Casablanca,Audi,Q7,2017,164999.5,Diesel,12,Automatique,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
73000,Rabat,Renault,Kangoo,2009,184999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105000,Casablanca,Dacia,Dokker,2018,62499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
120000,Casablanca,Renault,Kangoo,2017,124999.5,Diesel,5,Manuelle,5,WW au Maroc,1,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83000,Marrakech,Suzuki,Grand Vitara,2008,224999.5,Diesel,7,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
103000,Ouazzane,Citroen,Berlingo,2015,144999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89000,Khouribga,Citroen,Berlingo,2012,224999.5,Diesel,6,Manuelle,5,Dédouanée,0,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
60000,Marrakech,Dacia,Logan,2008,27499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
118000,Casablanca,Mercedes-Benz,CITAN,2017,174999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
97000,Khouribga,Dacia,Logan,2017,7499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
139000,Marrakech,Renault,Clio,2019,67499.5,Diesel,7,Automatique,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
100000,Rabat,Dacia,Duster,2012,124999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
75000,Casablanca,Renault,Kangoo,2010,22499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75000,Casablanca,Seat,Leon,2008,274999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
75000,Fès,Ford,Mondeo,2009,194999.5,Diesel,8,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
110000,Mohammedia,Skoda,RAPID,2013,12499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
69000,Agadir,Dacia,Logan,2009,224999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,Marrakech,Dacia,Logan,2016,42499.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113000,Khouribga,Volkswagen,GOLF 6,2008,22499.5,Diesel,8,Manuelle,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
210000,Casablanca,Volkswagen,GOLF 7,2014,134999.5,Diesel,8,Automatique,5,WW au Maroc,0,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155000,Casablanca,Ford,Ecosport,2019,82499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
160000,Casablanca,Hyundai,CRETA,2016,144999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Correct,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
87000,Berrechid,Chevrolet,Cruze,2013,114999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
122000,Temara,Dacia,Sandero,2020,67499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
95000,Tit Mellil,Citroen,Nemo,2016,104999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
108000,Agadir,Volkswagen,Passat,2009,184999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
118000,Settat,Citroen,Berlingo,2017,164999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
63000,Tanger,Renault,Megane Coupe,2007,164999.5,Essence,8,Manuelle,5,Dédouanée,0,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
96000,Rabat,Renault,Clio,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
85000,Kénitra,Peugeot,301,2015,7499.5,Diesel,6,Manuelle,5,Importée neuve,0,Bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
148000,Casablanca,Ford,Focus,2018,144999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
98000,Tifelt,Ford,Focus,2011,194999.5,Diesel,7,Manuelle,5,WW au Maroc,0,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
198000,Fquih Ben Saleh,Volkswagen,GOLF 7,2014,124999.5,Diesel,8,Automatique,5,Dédouanée,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
68000,Rabat,Volkswagen,Polo,2007,194999.5,Diesel,8,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
115000,Casablanca,Renault,Clio,2017,27499.5,Diesel,6,Manuelle,5,WW au Maroc,1,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
112000,Casablanca,Citroen,Berlingo,2017,124999.5,Diesel,6,Manuelle,5,WW au Maroc,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
89000,Marrakech,Kia,Rio,2017,87499.5,Essence,8,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
245000,Marrakech,Volkswagen,Polo,2018,72499.5,Essence,11,Automatique,5,Importée neuve,1,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
125000,Rabat,Peugeot,208,2017,114999.5,Diesel,6,Manuelle,5,WW au Maroc,0,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
